Target Country,Target Language,Original Question,Translation,Original Option A,Translated Option A,Original Option B,Translated Option B,positive,Performance orientation,Assertiveness,Future orientation,Humane orientation,Institutional collectivism,In-group collectivism,Gender egalitarianism,Power Distance,Uncertainty avoidance
China,Chinese,"I went on a picnic with my friends, and everyone brought food, but some of the food wasn’t to my liking. Would I directly tell everyone my preferences?",我和朋友一起去野餐，大家都带了食物，但有些人带的食物我不太喜欢。我会直接告诉大家我的偏好吗？,"I would silently accept it, not wanting to affect everyone’s mood.",我会默默接受，不想影响大家的心情。,I will tell everyone that I don't like certain foods and suggest they switch to ones I like.,我会告诉大家我不喜欢某些食物，并建议大家换一些我喜欢的。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a work party with my colleagues, and everyone enjoys singing at KTV, but I’d prefer to go watch a movie instead. Would I express my different thoughts?",我和同事一起去公司举办的聚会，大家都喜欢去KTV唱歌，但我其实更想去看电影。我会表达我的不同想法吗？,"I would go along with everyone’s choice, even though I don’t like KTV, because I don’t want to cause conflict.",我会顺从大家的选择，虽然不太喜欢KTV，但不想引起矛盾。,I will proactively suggest changing the activity and propose going to see a movie.,我会主动提出换个活动，建议大家去看电影。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I encountered a salesman on the street who handed me a flyer and recommended a product. Would I directly tell him I’m not interested?",今天，我在街上遇到一个推销员，他递给我传单并推荐产品。我会直接告诉他我不感兴趣吗？,"I would take the flyer, even though I have no intention of buying, because I don’t want to embarrass the salesperson.",我会拿着传单，虽然不打算购买，但不想让推销员难堪。,I will directly tell the salesperson that I don't need this product.,我会直接告诉推销员我不需要这个产品。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m doing housework with my family, and I think the tasks are not distributed fairly. Would I directly suggest redistributing the tasks?",我和家人一起做家务，大家分工合作时，我觉得某些任务分配不均。我会直接提出重新分配任务吗？,"I would quietly do my own task, even though I think it’s unfair, because I don’t want to cause disputes.",我会默默做自己的任务，虽然不公平，但不想引起争执。,I will directly point out the uneven task distribution and suggest redistributing them.,我会直接指出任务分配不均，建议大家重新分配。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a party with my friends, and we’re discussing a particular topic, but I completely disagree with some people’s views. Would I boldly express my disagreement?",我和朋友一起参加聚会，大家在讨论某个话题时，我完全不同意某些人的看法。我会勇敢地表达我的不同意见吗？,"I would remain silent, trying to avoid conflict with everyone.",我会保持沉默，尽量避免与大家发生冲突。,I will directly express my differing opinion and engage in a debate with everyone.,我会直接表达我的不同看法，并与大家辩论。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I was eating at a restaurant and came across a dish I didn’t like. When the waiter asked me if I was satisfied, would I directly tell him the dish didn’t suit my taste and request a replacement?",今天，我在餐馆吃饭，遇到一道做得不合口味的菜肴，服务员问我是否满意。我会直接告诉服务员这道菜不合我口味并要求更换吗？,"I would endure finishing my meal, trying not to bother the waiter.",我会忍着吃完，尽量不麻烦服务员。,I will tell the waiter that the dish doesn't suit my taste and ask for a different dish.,我会告诉服务员菜不合口味，要求换成其他菜肴。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m shopping with my family, and I noticed some products were priced incorrectly. Would I inform the supermarket staff to correct the price?",我和家人一起去超市购物，我发现有些商品的价格标错了。我会主动告诉超市人员更正吗？,"I would go along with my parents’ opinion, respecting their choice.",我会顺从父母的意见，尊重他们的选择。,I will proactively tell the staff that the price is incorrect and ask for a correction.,我会主动告诉工作人员价格错误，并要求更正。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my friends, and we’re discussing the destination, but I don’t agree with everyone. Would I directly suggest my favorite place and try to convince them?",我和朋友一起外出游玩，大家对于目的地有不同的意见。我会直接提议我喜欢的地方并争取大家的支持吗？,"I would accept everyone’s decision, even though I’d like to go earlier, because I don’t want to influence everyone’s thoughts.",我会接受大家的决定，虽然想早点去，但不想影响大家的想法。,I will proactively express my opinion and try to convince everyone to go to the place I like.,我会主动表达我的看法，争取大家去我喜欢的地方。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a concert with my friends, and we can’t agree on whether to queue early. Would I suggest going earlier to secure better spots?",我和朋友一起去看演唱会，大家意见不统一，是否要提前去排队。我会提议早点去吗？,"I would compromise, respecting my family’s opinion and not insisting on my choice.",我会选择妥协，尊重家人意见，不坚持自己的选择。,I will directly suggest queuing earlier to secure a better spot.,我会直接提议提前排队，抢到更好的位置。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m discussing holiday travel plans with my family, and everyone suggests different places. Would I proactively propose my favorite spot and stand by my choice?",我和家人一起讨论假期旅游计划，大家都推荐不同的地点。我会主动提出我喜欢的地方并坚持吗？,"I would silently accept it, even though I think it’s noisy, because I don’t want to disturb everyone.",我会默默接受，虽然觉得吵，但不想打扰大家。,I will directly suggest my favorite place and try to persuade everyone.,我会直接提出我最喜欢的地方，并试图说服大家。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I had dinner with my friends, and the restaurant’s atmosphere made me uncomfortable. Would I suggest changing the place to eat?",今天，我和朋友一起吃饭，餐厅的氛围让我感到不舒服。我会提议换个地方吃饭吗？,I would go along with everyone’s opinion and choose the place they prefer to stay.,我会顺从大家的意见，选择大家喜欢的住宿地点。,I will proactively suggest changing places and explain why I don't like this restaurant.,我会主动提出换个地方，解释为什么我不喜欢这家餐厅。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m shopping with my friends, and they bought clothes I don’t really like. How would I suggest a different style?",我和朋友一起去购物，朋友买了我不太喜欢的衣服。我会如何建议他换一种风格？,"I would endure finishing my meal, even though I don’t like it, because I don’t want to bother the waiter.",我会忍着吃完，虽然不喜欢，但不想麻烦服务员。,I will directly tell my friend that I don't like this piece of clothing and suggest he try another one.,我会直接告诉朋友我不喜欢这件衣服，建议他换一件。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a party with my friends, and we’re discussing popular celebrities, but I completely disagree with some people’s views. Would I directly share my opinion?",我和朋友去参加一个派对，大家都在讨论流行的明星，我完全不同意某些人的看法。我会直接发表我的意见吗？,"I would go along with everyone’s decision, even though I’d like to leave earlier, because I don’t want to change their minds.",我会顺从大家的决定，虽然想早点去，但不想改变他们的想法。,I will directly express my differing opinion and elaborate on my reasons.,我会直接提出我不同的看法，并阐述我的理由。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my parents, and everyone has different opinions about the route. Would I express my preferred route and stick to my position?",我和父母一起外出旅游，大家对路线有不同看法。我会表达我喜欢的路线并坚持自己的观点吗？,"I would accept everyone’s decision, even though I slightly disagree, because I don’t want to upset others.",我会接受大家的决定，尽管心里有些不同意，但不想让他人不开心。,I will proactively suggest my preferred route and defend my choice.,我会主动提出我喜欢的路线，并为我的选择辩护。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I watched a movie with my friends, and I found the plot a bit lengthy. Would I directly tell my family I didn’t like the movie?",今天，我和朋友一起去看电影，我觉得电影的情节有点冗长。我会直接告诉家人我不太喜欢这部电影吗？,"I would silently endure, not wanting to make the staff’s job harder by accepting imperfect items.",我会默默忍受，不想让工作人员麻烦，自己接受不完美的商品。,I will directly tell my friend which part of the movie I don't like and suggest changing the activity.,我会直接告诉朋友我不喜欢电影的部分，并建议换个活动。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my friends, and we’re discussing transportation. I think the train would be more comfortable, while my friend prefers flying. Would I suggest taking the train and try to persuade them?",我和朋友一起旅行，我们正讨论交通工具的选择。我觉得火车更舒适，而朋友偏好飞机。我会提议火车旅行并说服他吗？,"I would go along with everyone’s decision, even though I don’t like it, because I don’t want to break the mood.",我会接受大家的决定，虽然不喜欢，但不想打破气氛。,I will directly express my preference for trains and try to persuade my friend to accept my suggestion.,我会直接表达我偏好火车，并说服朋友接受我的提议。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I went to the supermarket with my family, and I noticed some items had poor quality. Would I proactively inform the staff to replace the items?",今天，我和家人一起去超市，我发现有些商品的质量不好。我会主动告诉工作人员更换商品吗？,"I would remain silent, not wanting to make the atmosphere tense.",我会保持沉默，不想让气氛变得紧张。,I will directly tell the staff about the quality issue with the product and request a replacement.,我会直接告诉工作人员商品质量问题，并要求更换。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a concert with my friends, and no one wants to queue early. Would I proactively suggest going earlier to get better spots?",我和朋友一起去看演唱会，大家都不太想提前去排队。我会主动提议早点去抢到更好的位置吗？,"I would compromise, even though I don’t fully agree, because I don’t want to upset others.",我会顺从父母的意见，尊重他们的选择。,I will directly suggest going earlier to queue and secure good seats.,我会直接提出早点去排队，并争取好的座位。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a restaurant with my family, and it’s too noisy. Would I suggest going to a quieter place?",我和家人一起去餐厅就餐，餐厅很吵，我会建议换个安静的地方吗？,"I would endure, not wanting to seem picky to everyone.",我会忍耐，不想让大家觉得我挑剔。,I will directly suggest moving to a quieter place to avoid noise disturbing our meal.,我会直接提出换个安静的地方，避免吵闹影响用餐。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my friends, and we’re discussing where to stay, but everyone has different opinions. Would I directly propose my choice and stick to my position?",我和朋友一起外出旅游，我们正在讨论住宿问题，大家有不同意见。我会提出自己的选择并坚持自己的立场吗？,"I would remain silent, even though I think it’s not ideal, because I don’t want to embarrass my friend.",我会保持沉默，虽然认为不好，但不想让朋友尴尬。,I will directly express my choice and try to convince everyone.,我会直接提出我的选择，并尝试说服大家。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I had dinner with my friends, and I didn’t like the taste of the dish. Would I directly tell the waiter that the dish wasn’t to my liking and ask for a replacement?",今天，我和朋友一起吃饭，我对菜品的味道有点不满意。我会直接告诉服务员这道菜不合我口味并要求更换吗？,"I would quietly listen, not wanting to interrupt others.",我会默默听着，不想打断别人。,I will directly tell the waiter that I am dissatisfied and ask for a different dish.,我会直接告诉服务员不满意并要求换菜。,B,0,,0,0,0,0,0,0,0
China,Chinese,"While discussing a vacation plan with my family, I’d prefer a warm beach destination, but everyone wants to go skiing. Would I give up suggesting my idea because I’m afraid it might affect the mood?",问题: 我和家人一起讨论度假计划时，我更喜欢去一个温暖的海滩，而大家都想去滑雪。会不会因为怕影响大家的情绪而放弃提议？,"I would choose to go along, silently accepting everyone’s choice.",我会选择顺从，默默接受大家的选择。,I will proactively suggest going to the beach and explain why I prefer it.,我会主动提出去海滩的想法，并解释为什么我更喜欢海滩。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m having dinner with my friends, and the service attitude is poor. Would I directly complain to the manager?",我和朋友一起吃饭，餐厅的服务态度不太好，我会直接向经理投诉吗？,"I would endure, even though it’s not perfect, because I don’t want to break the mood.",我会忍耐，虽然觉得不完美，但不想打破氛围。,I will directly give feedback to the manager about the service issue and request improvement.,我会直接向经理反馈服务问题，要求改善。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m discussing a project with my colleagues, and everyone has different opinions. Would I proactively present my proposal?",我和同事一起讨论一个项目，大家都有不同的意见，我会主动提出我的方案吗？,"I would remain silent, feeling that everyone’s opinions are already close enough.",我会保持沉默，觉得大家的意见已经差不多了。,I will actively present my proposal and hope everyone supports it.,我会积极提出我的方案，并希望大家支持。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I went shopping with my friends, and I saw a piece of clothing that was perfect for me. Would I proactively choose it and tell my friends?",今天，我和朋友一起逛街，看到一件衣服特别适合我，我会主动挑选并告诉朋友吗？,"I would hesitate, even though I like this piece of clothing, but I’m unsure if it’s worth buying.",我会犹豫，虽然喜欢这件衣服，但不确定是否值得买。,I will directly pick this piece of clothing and tell my friend that it suits me very well.,我会直接挑选这件衣服，告诉朋友这件非常适合我。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m with my friends at the cinema, and after the movie, we discuss the plot. I have a different view. Would I proactively share my opinion?",我和朋友去看电影，电影结束后大家讨论情节时，我有不同的看法。我会主动提出我的观点吗？,"I would remain silent, avoiding a disagreement with my friend.",我会保持沉默，避免与朋友发生意见冲突。,I will directly share my opinion and explain why I have a different understanding.,我会直接分享我的看法，并解释为什么有不同的理解。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my family, and we need to decide where to stay. Everyone has different opinions. Would I directly present my choice and stick to it?",我和家人一起外出旅行，我们需要选择住宿地点，大家有不同看法。我会直接提出我的选择并坚持吗？,"I would accept everyone’s opinion, trying to avoid arguing.",我会接受大家的意见，尽量避免争论。,I will express my opinion and stand by my choice.,我会表达我的意见并坚持我的选择。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my friends, and we disagree on the route. Would I proactively suggest changing the route and explain my reasons?",我和朋友去旅行，我们的路线有所分歧。我会主动提出改变路线并解释我的理由吗？,"I would accept the current route, even though I’m not entirely satisfied, because I don’t want to cause unnecessary conflict.",我会接受现有路线，尽管心里不太满意，但不想引起不必要的冲突。,I will directly suggest changing the route and explain why it's better this way.,我会直接提出更改路线的建议，并说明为什么这样更好。,B,0,,0,0,0,0,0,0,0
China,Chinese,"Today, I went to a café with my friends, and the coffee was too weak. Would I tell the waiter to make a stronger coffee?",今天，我和朋友一起去咖啡馆，咖啡味道很淡。我会告诉服务员换一杯浓一点的咖啡吗？,"I would finish this cup of coffee, not wanting to trouble the waiter.",我会喝完这杯咖啡，不想麻烦服务员。,I will directly tell the waiter that the coffee is not strong enough and ask for a new cup.,我会直接告诉服务员咖啡不够浓，请换一杯。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a gathering with my friends, and we’re discussing a social issue. I have a different view. How would I express my opinion?",我和朋友一起参加聚会，大家在讨论某个社会问题时，我有不同的观点。我会如何表达我的不同意见？,"I would remain silent, not wanting to make the atmosphere tense.",我会保持沉默，不想让气氛变得紧张。,I will directly present my opinion and discuss it with everyone.,我会直接提出我的看法并和大家讨论。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my friends, and someone suggests changing the route. I don’t agree. Would I directly express my opinion?",我和朋友一起外出旅行，途中有人提议改变路线，我并不认同。我会直接表达自己的看法吗？,"I would compromise, even though I don’t completely agree, because I don’t want to upset others.",我会选择妥协，虽然不完全认同，但不想让他人不开心。,I will directly express my thoughts and stick to the original route.,我会直接表达我的想法并坚持原来的路线。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m doing housework with my family, and I think the tasks are unevenly distributed. Would I suggest redistributing the tasks?",我和家人一起做家务，大家分工合作时，我觉得有些任务分配不均。我会直接提出重新分配任务吗？,"I would endure, not wanting to seem picky.",我会忍耐，不想让大家觉得我挑剔。,I will directly propose redistributing the tasks to ensure fairness.,我会直接提议重新分配任务，确保公平。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m shopping with my friends, and I noticed they bought clothes I didn’t think were suitable. How would I express my opinion?",我和朋友一起去商场，我发现朋友买了我认为不合适的衣服。我会如何表达我的看法？,"I would remain silent, even though I think it’s not ideal, because I don’t want to hurt my friend’s feelings.",我会保持沉默，虽然认为不好，但不想伤害朋友的感情。,I will tell my friend that this piece of clothing doesn't suit him and suggest he try another one.,我会告诉朋友这件衣服不适合他，并建议他换一件。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m at a party with my friends, and everyone’s discussing a topic I’m not interested in. How would I change the subject?",我和朋友去参加一个派对，大家都在讨论某个话题，我完全没有兴趣。我会如何改变话题？,"I would quietly listen, not wanting to interrupt others.",我会默默听着，不想打断别人。,I will proactively change the topic and suggest discussing something I am interested in.,我会主动转移话题，提议讨论我感兴趣的内容。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m traveling with my family, and everyone suggests visiting a spot I’m not interested in. Would I suggest going somewhere else?",我和家人一起外出旅行，大家提议去看一个我不感兴趣的景点。我会提议换个地方吗？,"I would choose to go along, silently accepting everyone’s choice.",我会选择顺从，默默接受大家的选择。,I will proactively suggest going to another place and explain why I don't like that attraction.,我会主动提出去其他地方，解释为什么我不喜欢那个景点。,B,0,,0,0,0,0,0,0,0
China,Chinese,"I’m attending an event with my friends, and the arrangement is a bit chaotic. Would I proactively offer suggestions to improve it?",我和朋友一起去参加一个活动，活动开始时我发现安排有些混乱。我会主动提出改进意见吗？,"I would endure, even though I think it’s not perfect, because I don’t want to break the mood.",我会忍耐，虽然觉得不完美，但不想打破氛围。,I will directly suggest improvements to the activity to make it go more smoothly.,我会直接提出活动改进的建议，希望大家可以更顺利地进行。,B,0,,0,0,0,0,0,0,0
