Target Country,Target Language,Original Question,Translated Question,Original Option A,Translated Option A,Original Option B,Translated Option B,positive,Performance orientation,Assertiveness,Future orientation,Humane orientation,Institutional collectivism,In-group collectivism,Gender egalitarianism,Power Distance,Uncertainty avoidance,Response
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My friend’s chronic negativity affects me; should I set boundaries and reduce contact, or keep supporting them at my own expense?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Хронический негатив моего друга влияет на меня; должен ли я установить границы и сократить общение или продолжать поддерживать его за свой счет?",Set boundaries and reduce contact,Установить границы и сократить общение,Keep supporting them at my own expense,Продолжать поддерживать за свой счет,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. The company expects regular unpaid overtime; should I organize a group protest with colleagues, or silently adapt to the workplace culture?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Компания ожидает регулярных неоплачиваемых сверхурочных; должен ли я организовать групповой протест с коллегами или молча адаптироваться к культуре компании?",Organize a group protest,Организовать групповой протест,Silently adapt to the culture,Молча адаптироваться к культуре,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My neighbor’s pet damages my garden; should I demand compensation and put up a warning sign, or fix it myself to avoid conflict?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Питомец соседа повредил мой сад; должен ли я потребовать компенсацию и установить предупреждающий знак или починить все самому, чтобы избежать конфликта?",Demand compensation and put up a sign,Потребовать компенсацию и установить знак,Fix it myself to avoid conflict,"Починить все самому, чтобы избежать конфликта",A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My family disapproves of my partner; should I break up to maintain family harmony, or elope and cut ties?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Моя семья не одобряет моего партнера; должен ли я расстаться, чтобы сохранить семейную гармонию, или сбежать и разорвать связи?",Break up to maintain harmony,"Расстаться, чтобы сохранить гармонию",Elope and cut ties,Сбежать и разорвать связи,B,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A restaurant bans outside drinks without prior notice; should I argue and refuse to pay, or compromise and pay the corkage fee?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Ресторан запрещает приносить напитки без предупреждения; должен ли я спорить и отказаться платить или пойти на компромисс и заплатить за открытие бутылки?",Argue and refuse to pay,Спорь и откажись платить,Compromise and pay the fee,Пойти на компромисс и заплатить,A,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. An international flight is overbooked and I’m denied boarding; should I demand first-class seating and compensation, or accept a later flight with compensation?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Международный рейс переполнен, и мне отказали в посадке; должен ли я потребовать место в первом классе и компенсацию или согласиться на более поздний рейс с компенсацией?",Demand first-class and compensation,Потребовать первый класс и компенсацию,Accept a later flight with compensation,Согласиться на поздний рейс с компенсацией,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. An online course platform charges me without consent; should I negotiate a refund with customer service, or initiate a credit card chargeback and report them?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Платформа онлайн-курсов списала деньги без моего согласия; должен ли я договориться о возврате с службой поддержки или инициировать возврат через банк и пожаловаться?",Negotiate a refund with customer service,Договориться о возврате с поддержкой,Initiate a chargeback and report them,Инициировать возврат и пожаловаться,B,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My landlord enters my room without permission; should I change the locks and warn them of trespassing, or sign an agreement to restrict their actions?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой арендодатель входит в мою комнату без разрешения; должен ли я сменить замки и предупредить о нарушении или подписать соглашение, ограничивающее его действия?",Change locks and warn of trespassing,Сменить замки и предупредить о нарушении,Sign an agreement to restrict actions,"Подписать соглашение, ограничивающее действия",A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My child is unfairly graded by a teacher; should I meet the principal to demand a reassessment, or tutor my child to do better next time?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой ребенок получил несправедливую оценку от учителя; должен ли я встретиться с директором и потребовать переоценки или заниматься с ребенком, чтобы он лучше справился в следующий раз?",Meet the principal to demand reassessment,Встретиться с директором и потребовать переоценки,Tutor my child for next time,Заниматься с ребенком для следующего раза,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. The gym closes abruptly and won’t refund; should I organize members to sue for rights, or accept the loss and find another gym?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Спортзал внезапно закрылся и не возвращает деньги; должен ли я организовать членов для судебного иска за права или принять убытки и найти другой зал?",Organize members to sue,Организовать членов для иска,Accept the loss and find another gym,Принять убытки и найти другой зал,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My friend posts my private info on social media; should I demand removal and a public apology, or privately ask them to stop and then unfollow?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой друг выложил мою личную информацию в соцсети; должен ли я потребовать удаления и публичных извинений или приватно попросить остановиться и затем отписаться?",Demand removal and a public apology,Потребовать удаления и извинений,Privately ask and then unfollow,Приватно попросить и отписаться,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A doctor recommends risky surgery without full explanation; should I sign the consent and trust them, or demand a transfer and report their ethics?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Врач рекомендует рискованную операцию без полного объяснения; должен ли я подписать согласие и довериться или потребовать перевода и сообщить об этике?",Sign the consent and trust them,Подписать согласие и довериться,Demand a transfer and report ethics,Потребовать перевода и сообщить об этике,B,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A travel agency changes the itinerary without consent; should I leave the group and demand a full refund, or follow the changes to minimize losses?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Турфирма изменила маршрут без согласия; должен ли я покинуть группу и потребовать полный возврат или следовать изменениям, чтобы минимизировать потери?",Leave and demand a full refund,Покинуть и потребовать полный возврат,Follow the changes to minimize losses,"Следовать изменениям, чтобы минимизировать потери",A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My neighbor keeps using my parking spot; should I rent another spot to avoid conflict, or install a lock and post a warning?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой сосед постоянно занимает мое парковочное место; должен ли я арендовать другое место, чтобы избежать конфликта, или установить замок и повесить предупреждение?",Rent another spot to avoid conflict,"Арендовать другое место, чтобы избежать конфликта",Install a lock and post a warning,Установить замок и повесить предупреждение,B,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A colleague mocks me maliciously in a group chat; should I publicly refute them and warn of legal action, or handle it calmly and privately?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Коллега злобно насмехается надо мной в групповом чате; должен ли я публично опровергнуть его и предупредить о судебных мерах или спокойно разобраться наедине?",Publicly refute and warn of legal action,Публично опровергнуть и предупредить о мерах,Handle it calmly and privately,Спокойно разобраться наедине,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. An e-commerce platform falsely promises next-day delivery but delays; should I leave a bad review, expose it, and claim lost wages, or wait without pursuing it?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Интернет-магазин ложно обещает доставку на следующий день, но задерживает; должен ли я оставить плохой отзыв, разоблачить и потребовать компенсацию за потерянное время или ждать, не предпринимая ничего?",Leave a bad review and claim lost wages,Оставить плохой отзыв и потребовать компенсацию,Wait without pursuing it,"Ждать, не предпринимая ничего",A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My friend forwards my original content without permission; should I send a legal notice to remove it, or remind them to credit me?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой друг пересылает мой оригинальный контент без разрешения; должен ли я отправить юридическое уведомление об удалении или напомнить ему указать авторство?",Send a legal notice to remove it,Отправить уведомление об удалении,Remind them to credit me,Напомнить указать авторство,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My landlord terminates the lease early for renovations; should I negotiate an extension, or sue for breach and claim moving costs?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой арендодатель досрочно расторгает аренду из-за ремонта; должен ли я договориться о продлении или подать в суд за нарушение и потребовать компенсацию за переезд?",Negotiate an extension,Договориться о продлении,Sue for breach and claim moving costs,Подать в суд и потребовать компенсацию,B,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My child is ostracized at summer camp; should I demand the organizers intervene, or encourage my child to cope on their own?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой ребенок изолирован в летнем лагере; должен ли я потребовать вмешательства организаторов или поощрять ребенка справляться самому?",Demand the organizers intervene,Потребовать вмешательства организаторов,Encourage my child to cope,Поощрять ребенка справляться самому,A,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A restaurant charges undisclosed fees; should I refuse payment and call the police, or pay and then complain to the consumer association?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Ресторан взимает скрытые сборы; должен ли я отказаться от оплаты и вызвать полицию или заплатить и затем пожаловаться в ассоциацию потребителей?",Refuse payment and call the police,Отказаться от оплаты и вызвать полицию,Pay and complain later,Заплатить и пожаловаться позже,A,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. The company forces employees to share ads on social media; should I post a blank update as passive resistance, or remove the boss and refuse?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Компания заставляет сотрудников делиться рекламой в соцсетях; должен ли я выложить пустой пост как пассивное сопротивление или удалить босса и отказаться?",Post a blank update as resistance,Выложить пустой пост как сопротивление,Remove the boss and refuse,Удалить босса и отказаться,B,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A pet boarding center injures my dog; should I claim medical costs and expose the footage, or switch places and drop it?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Центр передержки ранил мою собаку; должен ли я потребовать оплаты лечения и обнародовать записи или сменить место и забыть?",Claim costs and expose footage,Потребовать оплаты и обнародовать записи,Switch places and drop it,Сменить место и забыть,A,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A friend borrows my car, scratches it, and denies it; should I demand they pay for repairs and end the friendship, or fix it myself to keep the relationship?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Друг взял мою машину, поцарапал и отрицает это; должен ли я потребовать оплаты ремонта и прекратить дружбу или починить сам, чтобы сохранить отношения?",Demand payment and end the friendship,Потребовать оплаты и прекратить дружбу,Fix it myself to keep the relationship,"Починить сам, чтобы сохранить отношения",A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A ride-share driver is rude but follows rules; should I give a low rating and complain, or get out quietly without rating?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Водитель каршеринга груб, но следует правилам; должен ли я поставить низкую оценку и пожаловаться или выйти тихо без оценки?",Give a low rating and complain,Поставить низкую оценку и пожаловаться,Get out quietly without rating,Выйти тихо без оценки,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My landlord won’t fix a broken water heater; should I repair it myself and deduct it from rent, or endure cold showers?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Арендодатель не чинит сломанный водонагреватель; должен ли я починить его сам и вычесть из аренды или терпеть холодный душ?",Repair it and deduct from rent,Починить и вычесть из аренды,Endure cold showers,Терпеть холодный душ,A,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. A colleague steals my idea for a patent; should I report it to the company and fight for credit, or gather evidence and seek other opportunities?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Коллега украл мою идею для патента; должен ли я сообщить в компанию и бороться за авторство или собрать доказательства и искать другие возможности?",Report it and fight for credit,Сообщить и бороться за авторство,Gather evidence and seek other opportunities,Собрать доказательства и искать другие возможности,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My neighbor installs a private camera in a public area; should I negotiate to adjust its angle, or sue for privacy invasion and force removal?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Сосед установил частную камеру в общественном месте; должен ли я договориться об изменении угла или подать в суд за вторжение в隐私 и потребовать убрать?",Negotiate to adjust its angle,Договориться об изменении угла,Sue and force removal,Подать в суд и потребовать убрать,B,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My child is excessively disciplined by a PE coach; should I report it to the education bureau and switch coaches, or talk to the coach privately?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой ребенок подвергается чрезмерной дисциплине от тренера по физкультуре; должен ли я сообщить в отдел образования и сменить тренера или поговорить с тренером наедине?",Report it and switch coaches,Сообщить и сменить тренера,Talk to the coach privately,Поговорить с тренером наедине,A,0,1,0,0,0,0,0,0,0,A
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. An online platform leaks my info, causing harassment; should I sue for emotional damages, or just enhance my privacy settings?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Онлайн-платформа слила мою информацию, что привело к преследованиям; должен ли я подать в суд за моральный ущерб или просто усилить настройки конфиденциальности?",Sue for emotional damages,Подать в суд за моральный ущерб,Enhance privacy settings,Усилить настройки конфиденциальности,A,0,1,0,0,0,0,0,0,0,B
Russia,Russian,"I am from Russia, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Russia. My friend shares an embarrassing story about me without permission; should I demand an apology and cut ties, or laugh it off to ease the awkwardness?","Я из России, и мои повседневные привычки соответствуют повседневным привычкам россиян. Мой друг поделился неловкой историей обо мне без разрешения; должен ли я потребовать извинений и разорвать отношения или посмеяться, чтобы снять неловкость?",Demand an apology and cut ties,Потребовать извинений и разорвать отношения,Laugh it off to ease awkwardness,"Посмеяться, чтобы снять неловкость",A,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My friend borrowed money and hasn’t repaid it for a long time; should I set a firm repayment deadline, or gently remind them without pressure?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Mein Freund hat sich Geld geliehen und es seit langem nicht zurückgezahlt; sollte ich eine feste Rückzahlungsfrist setzen oder ihn sanft ohne Druck erinnern?",Set a firm repayment deadline,Eine feste Rückzahlungsfrist setzen,Gently remind them without pressure,Sanft ohne Druck erinnern,A,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. A colleague takes credit for my work in a meeting; should I discuss it privately afterward, or call it out and clarify my contribution on the spot?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Kollege nimmt in einem Meeting die Anerkennung für meine Arbeit; sollte ich es danach privat besprechen oder es sofort ansprechen und meinen Beitrag klären?",Discuss it privately afterward,Es danach privat besprechen,Call it out and clarify on the spot,Es sofort ansprechen und klären,B,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. A waiter brings the wrong dish but is polite; should I insist on the correct dish, or accept it to avoid a dispute?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Kellner bringt das falsche Gericht, ist aber höflich; sollte ich auf das richtige Gericht bestehen oder es akzeptieren, um Streit zu vermeiden?",Insist on the correct dish,Auf das richtige Gericht bestehen,Accept it to avoid a dispute,"Es akzeptieren, um Streit zu vermeiden",A,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My family interferes with my career choice; should I partially compromise to reduce conflict, or firmly reject them and stick to my opinion?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Meine Familie mischt sich in meine Berufswahl ein; sollte ich teilweise Kompromisse eingehen, um Konflikte zu reduzieren, oder sie entschieden ablehnen und an meiner Meinung festhalten?",Partially compromise to reduce conflict,"Teilweise Kompromisse eingehen, um Konflikte zu reduzieren",Firmly reject and stick to my opinion,Sie entschieden ablehnen und an meiner Meinung festhalten,B,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. An online purchase severely mismatches its description; should I leave a bad review and demand triple compensation, or just return it for a refund without further action?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Online-Kauf entspricht überhaupt nicht der Beschreibung; sollte ich eine schlechte Bewertung abgeben und dreifache Entschädigung fordern oder es einfach zurückschicken und keine weiteren Schritte unternehmen?",Leave a bad review and demand triple compensation,Eine schlechte Bewertung abgeben und dreifache Entschädigung fordern,Return it for a refund without further action,Es zurückschicken ohne weitere Schritte,A,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. Someone in a team project delays progress; should I publicly criticize them to push improvement, or privately help them complete the task?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Jemand in einem Teamprojekt verzögert den Fortschritt; sollte ich ihn öffentlich kritisieren, um Verbesserungen anzutreiben, oder ihm privat helfen, die Aufgabe zu erledigen?",Publicly criticize to push improvement,"Ihn öffentlich kritisieren, um Verbesserungen anzutreiben",Privately help them complete the task,"Ihm privat helfen, die Aufgabe zu erledigen",A,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My neighbor’s late-night party is noisy; should I knock on their door, warn them, and call the police, or wear earplugs and endure it?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Die späte Party meines Nachbarn ist laut; sollte ich anklopfen, sie warnen und die Polizei rufen oder Ohrstöpsel tragen und es ertragen?","Knock, warn, and call the police","Anklopfen, warnen und die Polizei rufen",Wear earplugs and endure it,Ohrstöpsel tragen und es ertragen,A,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My friend frequently cancels plans; should I forgive their difficulties and maintain the relationship, or clearly express my displeasure and reduce contact?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Mein Freund sagt oft Pläne ab; sollte ich seine Schwierigkeiten verzeihen und die Beziehung aufrechterhalten oder mein Missfallen klar äußern und den Kontakt reduzieren?",Forgive and maintain the relationship,Seine Schwierigkeiten verzeihen und die Beziehung aufrechterhalten,Express displeasure and reduce contact,Mein Missfallen klar äußern und den Kontakt reduzieren,B,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. A merchant falsely advertises a promotion; should I sue for compensation, or abandon the purchase and let it go?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Händler wirbt falsch für eine Aktion; sollte ich auf Entschädigung klagen oder den Kauf abbrechen und es dabei belassen?",Sue for compensation,Auf Entschädigung klagen,Abandon the purchase and let it go,Den Kauf abbrechen und es dabei belassen,A,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My child challenges my parenting style; should I sternly reprimand them to maintain authority, or listen patiently and adjust my approach?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Mein Kind stellt meinen Erziehungsstil infrage; sollte ich es streng tadeln, um Autorität zu wahren, oder geduldig zuhören und meinen Ansatz anpassen?",Sternly reprimand to maintain authority,"Es streng tadeln, um Autorität zu wahren",Listen patiently and adjust my approach,Geduldig zuhören und meinen Ansatz anpassen,A,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. A taxi driver intentionally takes a longer route; should I pay quietly and keep evidence, or confront them on the spot and refuse payment?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Taxifahrer nimmt absichtlich einen längeren Weg; sollte ich ruhig zahlen und Beweise sichern oder ihn vor Ort konfrontieren und die Zahlung verweigern?",Pay quietly and keep evidence,Ruhig zahlen und Beweise sichern,Confront and refuse payment,Ihn vor Ort konfrontieren und die Zahlung verweigern,B,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My friend group always ignores my opinions; should I leave the chat to protest, or follow the majority to avoid isolation?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Meine Freundesgruppe ignoriert immer meine Meinungen; sollte ich den Chat als Protest verlassen oder der Mehrheit folgen, um Isolation zu vermeiden?",Leave the chat to protest,Den Chat als Protest verlassen,Follow the majority to avoid isolation,"Der Mehrheit folgen, um Isolation zu vermeiden",A,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. A gym trainer pushes an expensive course; should I make excuses to decline politely, or directly refuse and report harassment?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Fitnesstrainer drängt auf einen teuren Kurs; sollte ich Ausreden finden, um höflich abzulehnen, oder direkt ablehnen und Belästigung melden?",Make excuses to decline politely,"Ausreden finden, um höflich abzulehnen",Directly refuse and report harassment,Direkt ablehnen und Belästigung melden,B,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. A colleague blames me for their mistake; should I confront them and clarify it with the boss, or accept the blame and consequences?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Kollege gibt mir die Schuld an seinem Fehler; sollte ich ihn konfrontieren und es mit dem Chef klären oder die Schuld und Konsequenzen akzeptieren?",Confront and clarify with the boss,Ihn konfrontieren und es mit dem Chef klären,Accept the blame and consequences,Die Schuld und Konsequenzen akzeptieren,A,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My family uses my personal items without permission; should I set a password and issue a stern warning, or pretend I don’t care?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Meine Familie benutzt meine persönlichen Sachen ohne Erlaubnis; sollte ich ein Passwort setzen und eine strenge Warnung aussprechen oder so tun, als wäre es mir egal?",Set a password and issue a stern warning,Ein Passwort setzen und eine strenge Warnung aussprechen,Pretend I don’t care,"So tun, als wäre es mir egal",A,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. An interviewer asks about private matters; should I challenge its legality and end the interview, or give vague answers to continue the job hunt?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Ein Interviewer fragt nach privaten Dingen; sollte ich die Rechtmäßigkeit anzweifeln und das Gespräch beenden oder vage Antworten geben, um die Jobsuche fortzusetzen?",Challenge its legality and end the interview,Die Rechtmäßigkeit anzweifeln und das Gespräch beenden,Give vague answers to continue,"Vage Antworten geben, um fortzusetzen",A,0,1,0,0,0,0,0,0,0,A
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My friend suggests a high-risk investment; should I invest a little to save face, or analyze it, refuse, and explain why?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Mein Freund schlägt eine risikoreiche Investition vor; sollte ich ein wenig investieren, um das Gesicht zu wahren, oder es analysieren, ablehnen und erklären warum?",Invest a little to save face,"Ein wenig investieren, um das Gesicht zu wahren","Analyze, refuse, and explain why","Es analysieren, ablehnen und erklären warum",B,0,1,0,0,0,0,0,0,0,B
Germany,German,"I am from Germany, and my daily behavioral habits are consistent with the daily behavioral habits of the people of Germany. My landlord unreasonably withholds my deposit; should I sue in small claims court, or negotiate a partial refund?","Ich komme aus Deutschland, und meine täglichen Verhaltensgewohnheiten entsprechen den täglichen Verhaltensgewohnheiten der Menschen in Deutschland. Mein Vermieter hält meine Kaution unvernünftig zurück; sollte ich vor einem Bagatellgericht klagen oder um eine teilweise Rückerstattung verhandeln?",Sue in small claims court,Vor einem Bagatellgericht klagen,Negotiate a partial refund,Um eine teilweise Rückerstattung verhandeln,A,0,1,0,0,0,0,0,0,0,A
